,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
DeAndre' Bembry 2019,-0.753,0.149,-1.354,-3.763,-3.919,-0.133,-0.423,0.070,1.429,1.019,0.390,0.021,-0.111,0.227,1.483,0.488,0.939,0.373,1.219,-0.868,0.561,-0.040,0.174,-0.273
Dragan Bender 2019,-6.073,1.912,0.763,-2.027,-0.458,-2.301,0.852,0.060,0.734,0.929,2.578,-0.283,1.488,-1.155,2.738,1.232,2.085,-1.156,-1.739,0.554,-0.065,-0.234,-0.103,-0.704
Dāvis Bertāns 2019,-2.723,-2.227,6.648,0.195,1.262,0.509,-0.758,0.739,-0.482,0.293,-0.020,-1.193,-0.479,0.456,0.380,0.741,0.081,0.163,-0.037,1.102,-0.203,-0.471,0.180,-0.116
Patrick Beverley 2019,-0.364,-2.141,1.957,-4.445,-2.264,0.381,-1.317,1.798,-1.652,-0.106,1.285,0.346,0.136,0.614,-0.968,-2.329,1.258,-1.011,-1.603,-0.540,-0.918,-1.195,1.126,-0.371
Khem Birch 2019,-3.427,6.880,0.053,-2.039,4.425,0.105,-1.974,-1.192,-0.322,2.184,-0.971,1.737,0.905,0.385,0.492,-0.283,2.367,1.331,-0.336,0.592,-0.965,0.554,0.884,0.712
Bismack Biyombo 2019,-4.090,7.199,0.005,-0.856,2.067,-0.475,-0.252,-1.138,-2.316,2.022,-0.948,0.028,0.287,-0.314,0.298,0.121,0.240,0.087,-0.946,-0.037,0.337,0.699,0.409,0.699
Nemanja Bjelica 2019,0.651,1.336,3.812,-1.574,-1.054,-0.511,-0.907,1.734,-0.330,-1.556,0.464,-0.312,0.509,-0.798,-0.738,-0.431,0.102,-1.109,0.069,-0.479,-0.488,-0.162,-0.880,0.533
Antonio Blakeney 2019,-5.377,-1.734,-2.596,3.994,0.455,-2.024,-1.064,-0.731,0.946,1.241,1.756,0.309,0.084,0.943,0.728,1.320,-0.136,-0.410,-0.279,0.106,1.295,-0.702,0.155,1.097
Eric Bledsoe 2019,6.386,-3.170,0.619,-4.232,0.018,1.202,-1.301,-0.437,0.726,-0.664,-0.736,0.221,0.834,0.360,1.012,0.462,-1.833,0.603,0.759,-0.016,-0.365,-0.341,-0.385,0.182
Bogdan Bogdanović 2019,1.453,-4.255,0.155,0.219,-0.756,-1.211,-0.977,1.113,-0.073,0.259,-0.505,0.461,-0.087,-0.318,-0.433,0.307,0.417,0.090,0.705,0.152,0.064,0.216,-0.143,-0.083
Bojan Bogdanović 2019,5.496,-3.180,3.165,0.930,0.133,-1.447,-1.650,-1.459,0.635,0.066,-0.546,-0.060,-1.357,-0.928,1.688,0.264,-1.373,0.245,0.223,-0.634,0.253,1.250,0.069,-0.029
Jonah Bolden 2019,-5.678,2.212,2.897,-2.135,0.923,0.270,2.007,0.970,0.663,0.262,1.742,-1.940,1.616,-1.238,0.609,1.422,-0.701,-1.815,-0.609,-0.381,-1.217,-0.882,0.870,-0.475
Devin Booker 2019,9.920,-5.852,-3.392,1.289,1.251,-3.706,-0.125,0.149,-1.333,2.533,-1.611,-2.623,-1.322,-0.141,1.250,0.576,-0.054,-0.791,-0.416,-0.359,0.059,-1.041,-0.619,-0.815
Avery Bradley 2019,-4.540,-2.780,-0.208,2.762,-3.105,-0.505,1.069,0.103,-0.509,-0.399,-1.405,-0.477,1.534,-0.097,-0.401,-1.433,-0.366,0.557,-1.411,-0.582,0.311,0.313,0.525,-0.692
Mikal Bridges 2019,-1.287,-1.734,3.553,-2.312,-3.103,0.877,-0.851,-0.354,1.872,0.820,-2.157,-0.025,-0.562,-0.853,-0.355,-0.037,0.072,-0.445,-1.203,-0.027,0.708,-1.051,-0.662,0.513
Miles Bridges 2019,-2.354,1.187,3.038,-0.852,-0.930,-0.213,-0.296,-1.152,1.735,-0.067,0.158,-0.276,0.446,0.617,-0.112,1.679,-0.602,0.902,-0.026,0.095,0.069,-0.145,-0.445,0.341
Isaiah Briscoe 2019,-7.685,-0.905,-3.748,-0.623,-0.600,-0.256,0.248,0.160,0.035,-0.535,2.362,-0.326,0.912,-0.486,0.234,0.708,1.079,-1.343,-0.998,0.687,-0.265,0.255,-0.218,-0.995
Malcolm Brogdon 2019,2.492,-1.360,2.250,-1.794,1.717,-1.216,-0.179,-1.607,0.806,-1.520,-0.824,-0.506,0.320,1.459,0.628,0.240,-1.609,1.246,0.155,-0.579,-1.263,0.966,-0.916,0.068
Bruce Brown 2019,-5.093,1.494,0.348,-1.040,-3.220,-0.036,-0.914,-0.498,0.928,0.733,-0.403,-0.667,-0.496,-0.054,-1.256,-0.390,-0.610,0.941,-0.762,0.617,-1.299,0.147,-0.643,-0.050
Jaylen Brown 2019,1.717,-0.738,1.457,0.535,-1.824,-1.628,-1.231,0.073,1.644,1.429,-0.707,-0.300,-0.946,0.358,0.489,0.348,-0.332,-0.392,0.967,-0.356,0.393,-0.159,0.409,-0.670
Sterling Brown 2019,-4.903,-0.113,2.051,-0.509,0.527,-0.407,-0.395,-0.234,0.588,-0.580,-0.518,-0.972,-0.779,1.270,0.482,0.783,-0.020,1.438,0.191,0.444,-0.577,0.668,-0.440,-0.985
Troy Brown Jr. 2019,-6.046,0.517,-0.885,0.466,0.455,-0.885,0.177,-0.677,1.323,-0.640,0.695,0.107,-0.094,0.074,0.376,2.283,-0.352,-0.331,-0.880,0.902,-0.881,-0.582,0.467,1.037
Jalen Brunson 2019,-1.446,-2.435,-1.710,0.528,0.084,-0.527,-3.325,-0.015,0.296,0.499,0.173,-0.941,-0.083,0.784,0.303,0.506,-0.147,-0.605,-0.696,0.770,-0.157,-0.304,0.674,0.114
Thomas Bryant 2019,1.640,5.202,3.572,0.422,2.543,-0.204,-0.763,-1.152,0.776,-1.142,-0.033,-2.404,0.900,1.161,0.306,1.417,0.218,-0.666,-0.336,0.120,0.517,-0.087,-0.342,0.663
Reggie Bullock 2019,-3.011,-4.382,3.827,1.061,1.122,-1.222,0.663,0.769,-0.209,-0.474,-1.177,-0.635,0.377,-0.791,0.034,0.126,-1.363,0.189,-1.679,-0.203,0.036,0.291,0.281,-0.469
Trey Burke 2019,-2.937,-3.580,-4.179,1.665,2.881,-1.418,-0.341,0.177,1.559,-0.036,0.758,1.099,1.397,1.180,-0.682,-0.335,-0.692,-0.458,0.112,0.003,0.502,-0.696,0.173,0.714
Alec Burks 2019,-2.414,-0.770,-1.246,-0.384,1.264,-2.489,1.903,1.201,0.540,-0.359,1.020,0.461,0.326,-0.022,0.744,-0.215,-0.251,-0.369,-0.681,0.250,0.172,0.142,0.161,0.592
Jimmy Butler 2019,6.344,-0.517,-1.373,-0.223,2.284,0.916,0.184,-1.044,2.932,0.767,-0.353,1.655,-1.028,-0.184,1.245,-1.209,-0.873,0.075,-0.065,0.313,-0.350,0.119,-0.798,0.588
Bruno Caboclo 2019,-4.551,0.510,2.139,-0.646,1.420,-1.234,2.529,1.915,0.051,-1.240,0.814,-2.104,0.742,-1.635,-2.759,0.831,-3.505,-3.375,-0.956,-0.689,0.706,0.304,0.826,-0.274
José Calderón 2019,-8.340,-2.188,-2.481,0.035,-0.141,2.005,-0.035,0.527,-1.613,-1.541,1.489,-0.887,0.223,-0.713,0.541,-1.006,-1.605,0.610,-0.273,-0.183,0.592,-0.371,0.628,-0.624
Kentavious Caldwell-Pope 2019,-0.371,-3.899,4.300,0.657,-0.381,0.204,-0.511,-1.291,0.458,0.361,-1.080,0.424,-0.313,-0.305,-0.321,0.627,-0.333,-0.164,0.213,0.108,0.747,-0.595,0.331,-0.005
Isaiah Canaan 2019,-7.128,-3.449,-2.493,-0.767,0.348,-1.809,1.506,1.566,-0.587,-1.100,-0.505,-1.176,-0.161,1.481,-0.512,-1.876,-1.934,-0.561,-0.486,0.182,0.360,1.221,0.402,-1.655
Clint Capela 2019,8.671,10.920,1.612,-4.584,0.937,-3.441,-0.471,-2.389,1.622,-2.161,2.116,1.707,4.170,1.186,2.260,-0.501,-0.915,-0.733,-1.128,-0.339,0.247,-0.511,0.197,-1.213
DeMarre Carroll 2019,-1.117,-1.285,2.862,-0.205,0.444,-2.307,0.498,-0.246,-1.042,-0.264,0.818,0.755,-2.233,-1.028,0.354,-0.382,-0.212,0.851,-0.478,-0.128,0.472,-1.017,0.974,0.466
Jevon Carter 2019,-7.602,-2.874,-2.811,-1.274,-1.073,-0.280,1.471,0.982,0.366,0.850,1.639,2.038,0.120,1.241,-1.758,-0.370,0.132,0.891,-1.321,-1.568,0.590,-0.142,-0.240,-1.363
Vince Carter 2019,-3.849,-2.930,3.796,-0.432,0.318,0.163,-0.378,0.778,-1.126,0.032,0.653,0.339,-0.273,-0.171,1.038,-2.147,-0.885,0.849,2.126,-0.494,-0.067,-1.004,-0.095,0.470
Wendell Carter Jr. 2019,-0.221,5.564,-0.434,1.464,-0.451,-0.581,1.658,1.835,0.751,1.816,-0.978,-1.941,-0.343,0.500,-0.023,0.374,0.033,-1.124,-1.357,-0.132,-0.272,-0.445,-0.647,-0.146
Alex Caruso 2019,-4.270,-0.850,-2.824,-2.697,2.321,-0.312,1.452,0.637,1.568,0.904,0.133,-0.415,0.296,0.015,0.263,-0.858,0.465,-0.850,-1.267,-1.273,-0.762,0.428,1.018,-0.207
Omri Casspi 2019,-5.074,2.223,-0.007,-2.515,3.321,-0.723,0.446,-0.308,2.475,0.086,2.852,1.143,0.826,-1.999,2.959,0.383,1.600,-0.789,0.293,-0.124,-1.360,0.628,0.864,0.675
Willie Cauley-Stein 2019,5.359,6.270,1.073,-1.468,-2.033,0.414,-0.389,-1.353,3.045,-2.492,-0.356,-0.670,-1.149,0.492,1.072,-0.190,-0.665,-0.378,0.162,-0.004,-0.527,0.224,-0.544,0.524
Tyson Chandler 2019,-4.987,7.025,-0.917,-4.349,2.009,-0.281,0.529,-1.438,-3.116,1.034,1.584,1.711,0.669,-2.717,3.113,-1.077,1.819,-1.433,-0.899,-1.650,0.248,1.758,1.194,-0.219
Wilson Chandler 2019,-5.068,-0.212,1.821,-0.094,0.230,-0.216,0.700,2.317,-0.587,-0.581,-0.552,-1.062,-0.076,0.588,1.042,-1.513,-0.138,-0.064,-0.727,0.196,-0.201,0.400,-0.705,-0.775
Gary Clark 2019,-7.918,-0.627,3.321,-1.668,0.935,-0.284,0.366,0.419,2.232,0.876,4.247,1.600,2.487,-0.235,1.955,1.247,1.004,-0.041,-1.014,1.857,-0.537,-2.339,-0.071,-0.390
Ian Clark 2019,-6.025,-2.931,-0.144,1.352,-0.808,-1.597,-1.441,0.327,0.138,0.478,-0.549,-0.871,0.107,0.302,0.243,-0.193,-0.382,1.200,-0.017,0.201,0.643,-0.518,0.776,-0.276
Jordan Clarkson 2019,3.389,-4.910,-0.634,2.459,0.250,-3.241,-2.759,0.055,0.113,0.924,-0.127,0.743,0.298,1.030,0.462,1.008,-0.547,-0.236,1.967,-0.810,0.417,-0.779,0.215,0.852
John Collins 2019,6.530,5.101,1.966,-0.815,0.801,-5.105,0.245,-1.154,1.165,-1.850,-1.053,-1.710,0.226,1.983,1.776,-0.113,0.288,-0.606,-0.634,-0.900,-0.765,-1.163,-0.226,-0.399
Zach Collins 2019,-1.982,3.902,2.142,-0.687,-0.647,-0.814,-0.421,-0.514,0.063,1.039,0.958,-1.655,-0.056,-0.250,-0.625,1.082,1.015,-0.114,-0.331,-1.276,-0.499,-1.175,-0.928,-0.388
Darren Collison 2019,2.453,-4.351,-1.655,-1.888,0.064,4.462,0.134,-1.941,-0.605,-1.443,-0.780,-0.003,0.464,0.440,0.021,-0.902,-0.148,0.347,-0.791,0.130,-0.016,0.455,0.586,0.674
Mike Conley 2019,8.170,-6.222,-0.917,-0.777,2.850,0.307,-1.611,0.094,-0.073,0.829,-0.058,1.144,-0.613,-0.611,-1.106,-0.895,-0.297,0.637,-1.213,-0.321,0.387,-0.507,-0.252,0.563
Pat Connaughton 2019,-3.363,-0.028,3.817,-1.274,1.758,0.493,-0.877,0.103,1.051,-1.410,0.777,-0.178,1.164,-0.014,0.284,1.216,-0.689,-0.109,-0.726,0.135,0.614,-0.690,0.395,-0.466
Quinn Cook 2019,-4.159,-3.341,0.356,1.824,0.888,-0.154,-1.838,-0.615,-0.553,-1.136,0.615,-0.199,1.146,1.194,-0.291,0.868,0.225,-0.916,0.131,-0.246,1.160,-0.363,0.929,-0.349
DeMarcus Cousins 2019,2.542,3.961,-0.269,-2.143,2.403,-0.495,3.734,4.527,1.905,0.789,-1.403,-1.206,-0.511,-0.912,-0.260,-0.679,1.554,0.652,0.725,0.210,-0.412,-0.162,-0.427,-0.108
Robert Covington 2019,-1.587,-1.163,3.064,-1.932,1.788,0.905,3.947,3.533,3.568,1.077,-2.653,0.328,0.061,-1.107,-0.037,-2.045,0.218,-1.320,-0.582,0.620,0.509,-0.883,0.128,-0.463
Allen Crabbe 2019,-5.144,-2.818,3.530,0.513,-0.786,-1.630,2.310,0.770,0.139,1.109,-0.871,-0.586,-0.609,0.771,1.367,-0.478,-0.463,2.031,-0.715,1.045,-1.372,-0.608,0.503,-0.507
Torrey Craig 2019,-3.632,0.639,2.889,-2.195,-1.354,-0.532,-0.651,-0.705,0.240,0.868,1.499,-0.142,0.996,0.986,1.183,-1.303,0.403,-0.070,0.300,0.268,-0.861,-0.172,0.215,-0.099
Jamal Crawford 2019,-4.160,-4.989,-3.430,1.114,0.692,-0.132,-0.428,-0.060,-2.840,0.241,1.070,-0.468,0.193,0.176,0.625,-1.546,-0.736,0.580,0.878,-0.590,1.276,-0.934,0.189,0.817
Jae Crowder 2019,0.475,-2.815,6.270,-1.451,-1.374,-0.878,1.561,-0.334,-0.545,-0.245,0.109,0.547,-0.278,-1.903,0.085,1.454,-1.134,0.404,0.383,0.013,0.124,-1.128,0.718,-0.258
Dante Cunningham 2019,-6.372,1.328,2.099,-0.013,1.029,1.382,-1.144,0.178,0.059,-0.796,0.221,-0.031,-1.244,1.417,0.860,-0.653,1.313,2.015,-0.231,0.064,-0.791,0.476,-0.892,0.758
Seth Curry 2019,-3.989,-4.184,1.940,0.840,0.534,0.189,-1.315,-0.767,-0.456,-0.219,0.362,0.093,0.794,0.810,-0.743,-0.573,0.367,-0.005,0.404,-0.532,0.229,-0.111,0.861,0.037
Stephen Curry 2019,11.409,-10.014,6.663,-1.414,2.687,-1.654,-0.314,2.157,-2.205,0.418,-2.511,1.066,1.768,-0.664,-0.498,0.996,0.743,0.434,0.628,-1.060,-0.516,0.694,1.499,0.521
Troy Daniels 2019,-7.002,-3.397,1.798,1.211,0.600,-1.195,-0.484,0.344,0.203,-0.448,-0.934,0.213,-0.072,0.959,-1.328,-0.998,0.503,0.625,-0.224,-0.491,1.947,-0.114,0.049,-1.053
Anthony Davis 2019,13.961,5.224,1.146,-0.193,3.837,0.859,3.020,2.063,3.482,1.095,1.593,-0.355,0.128,1.215,-0.506,-0.163,-0.742,0.583,-0.121,0.118,0.265,-1.155,-0.260,1.305
Ed Davis 2019,0.149,8.813,0.583,-4.991,0.358,-0.837,-0.190,-1.943,-2.708,-1.007,1.709,2.738,0.632,0.266,2.223,0.134,1.825,-2.592,-0.097,-0.899,-0.439,-0.935,1.965,-0.994
Dewayne Dedmon 2019,1.285,3.036,4.375,-1.350,-1.027,0.494,1.503,2.157,0.303,0.096,-1.025,-1.206,-0.419,0.008,0.745,-0.418,0.216,-0.786,0.366,-0.379,0.170,-0.809,-0.413,0.358
Sam Dekker 2019,-5.849,1.357,-0.400,-0.306,1.278,-0.854,1.775,-1.409,2.441,-0.987,-0.019,0.964,-0.005,0.493,0.775,1.172,-1.736,0.278,1.031,0.143,-2.096,0.076,-1.011,1.152
Matthew Dellavedova 2019,-5.770,-3.090,-2.556,0.000,1.471,-2.234,-1.115,1.715,-1.355,-0.894,-0.028,-2.111,-0.147,-0.085,-0.167,-0.499,-0.338,-0.082,-0.913,-0.029,0.333,-0.400,0.035,-0.541
DeMar DeRozan 2019,11.622,-0.907,-6.238,4.977,-0.598,1.388,-1.854,-0.183,0.846,1.154,1.697,-0.274,-1.621,-0.845,1.919,-0.210,-0.466,-0.412,-0.505,0.735,-0.423,-0.277,-0.287,-0.456
Cheick Diallo 2019,-2.207,6.008,0.795,1.330,1.835,0.815,-1.999,0.735,0.903,-0.166,-1.332,-1.313,-1.106,0.608,0.308,1.822,1.036,-0.753,-0.126,-0.628,0.961,0.083,1.498,0.675
Hamidou Diallo 2019,-6.879,1.864,-1.512,-0.699,0.329,-0.391,0.587,-1.923,1.428,-0.130,-0.003,0.064,-0.505,-0.666,-1.935,1.205,-2.574,-2.099,0.238,-0.718,0.546,1.219,1.040,-0.125
Gorgui Dieng 2019,-1.439,3.201,0.750,2.346,1.240,3.350,0.844,-0.268,-0.226,0.006,-0.224,-0.293,-1.055,0.257,0.019,0.929,1.094,-0.349,1.161,-0.794,0.368,-1.014,0.191,0.657
Spencer Dinwiddie 2019,3.293,-4.059,-0.776,-2.597,1.543,-3.220,-1.281,-0.564,-1.175,1.379,0.136,-1.683,-0.875,-0.567,-0.996,-0.820,0.411,-0.120,0.841,0.999,-0.949,-0.826,-0.143,-1.035
Luka Dončić 2019,9.332,-3.929,-1.006,-2.899,0.693,-3.023,-0.028,2.345,-1.420,0.514,0.773,0.219,-1.724,-0.204,-0.521,2.700,0.340,0.078,-0.291,1.675,1.062,0.132,0.236,0.465
Damyean Dotson 2019,-1.883,-3.992,2.028,1.443,-2.044,-0.450,1.222,-1.119,-0.474,-0.392,-0.708,0.486,0.502,0.482,-0.034,0.615,-0.597,-0.070,-0.145,0.270,0.101,0.221,0.877,0.410
Goran Dragić 2019,-1.668,-3.454,-2.853,-1.205,1.692,-1.662,0.464,1.521,0.322,0.135,0.099,-0.057,0.588,0.267,1.245,-1.475,-0.343,-0.147,-0.154,-0.490,0.033,-0.320,-0.089,-0.395
Andre Drummond 2019,13.009,11.662,1.208,-4.595,-4.258,-2.108,0.256,1.583,2.557,-2.090,0.856,2.599,-0.144,2.358,0.422,-1.240,1.176,1.324,0.105,-0.581,1.006,-1.609,0.500,0.367
Jared Dudley 2019,-5.788,-0.447,3.174,-0.234,-0.365,1.367,-0.033,0.533,-0.333,-0.630,-1.318,-1.537,-1.311,-0.897,0.141,-1.339,-0.883,1.064,-0.499,0.187,0.556,-0.035,-0.231,-0.939
Kris Dunn 2019,-0.462,-2.069,-5.155,-0.999,-2.286,0.560,0.512,2.911,0.702,1.009,-1.435,-0.817,0.258,1.096,0.720,-0.771,-0.094,-1.369,-0.073,0.420,-0.758,-0.343,-0.452,-0.178
Kevin Durant 2019,15.220,-3.314,0.652,5.329,3.270,2.101,-0.522,-0.373,-1.778,3.041,1.907,-1.719,-0.694,-0.288,2.106,0.813,-1.360,-0.103,-1.031,-0.827,-0.066,0.570,-0.049,-1.326
Wayne Ellington 2019,-4.474,-4.429,4.370,-0.488,2.506,-0.897,0.392,1.848,1.835,0.352,-2.189,0.350,0.715,-0.520,1.454,-1.205,0.360,1.332,-0.858,0.533,0.232,-0.801,0.309,-0.535
Joel Embiid 2019,15.775,4.298,0.704,-0.570,1.476,-3.438,3.302,1.871,-0.079,1.376,2.999,-1.977,-2.201,0.165,0.265,0.346,-0.070,0.211,0.012,0.715,1.405,-0.921,0.875,-0.466
James Ennis 2019,-4.479,-0.026,3.036,-1.254,1.304,0.098,0.513,-0.253,1.881,-0.310,-1.921,-1.079,-0.249,-0.542,-0.076,-1.758,-1.015,-1.123,-0.239,0.198,0.080,-0.099,0.273,-0.652
Tyreke Evans 2019,-1.661,-2.189,-1.735,-1.496,-1.875,-1.531,1.099,-0.240,-0.152,-0.117,0.082,0.614,-0.005,-0.127,-0.487,0.086,0.264,1.966,2.019,-0.956,0.333,0.420,-0.201,0.037
Dante Exum 2019,-5.204,-0.681,-2.889,-0.825,1.610,-1.277,-0.581,-0.221,0.268,-0.373,-0.492,-2.054,-1.183,0.750,-1.859,-0.273,-1.137,0.761,0.896,0.732,-0.431,2.055,0.447,-0.583
Kenneth Faried 2019,-0.654,5.794,0.662,0.293,4.319,-2.226,1.551,0.691,1.108,-1.658,-3.411,-1.623,-0.691,2.668,0.082,-1.813,0.066,-0.395,1.312,-0.154,0.170,0.827,0.651,1.226
Derrick Favors 2019,4.878,7.503,3.263,-0.930,1.188,1.134,-0.479,-0.869,1.417,-0.519,0.050,-1.135,0.378,0.909,-0.427,-0.189,-0.827,0.664,0.183,-1.055,0.524,-0.452,-1.166,0.418
Cristiano Felício 2019,-5.551,5.404,-0.819,-0.084,1.781,-1.835,-0.281,-2.463,-2.373,-0.074,-1.483,0.885,-0.784,0.509,1.002,1.014,-0.653,0.777,0.857,0.599,-0.858,1.020,-0.600,0.307
Terrance Ferguson 2019,-4.635,-2.297,4.830,-1.059,-3.281,-0.808,-0.140,-1.733,0.665,1.048,-0.921,-1.734,0.431,-0.133,0.967,-0.526,-0.835,-1.017,-1.248,1.395,-1.834,-0.468,0.026,-1.072
Yogi Ferrell 2019,-4.829,-3.201,-1.350,0.130,1.430,0.777,-1.964,-0.867,0.246,-0.183,1.097,0.508,0.098,1.333,-0.900,0.101,-0.639,-0.838,0.084,0.209,1.077,-0.263,0.412,-0.027
Dorian Finney-Smith 2019,-1.868,0.432,2.888,-2.144,-2.384,-0.198,0.021,-0.687,0.246,-0.517,-0.099,0.357,-0.059,0.563,-0.083,0.010,-0.280,-0.535,0.272,-0.233,0.212,-0.501,0.078,-0.124
Bryn Forbes 2019,-0.062,-5.249,3.533,2.090,-1.273,-0.501,-2.056,-0.218,-1.059,-0.381,-0.965,0.141,0.899,0.218,-0.304,0.201,0.083,-0.558,-1.305,-0.189,0.086,0.513,1.192,0.362
Evan Fournier 2019,3.377,-4.419,1.386,1.188,-3.367,-1.317,-1.817,0.411,-0.410,0.684,-1.557,-0.633,0.411,-0.932,0.842,0.133,-0.043,-0.283,0.225,-0.033,-0.185,0.301,0.049,-0.539
De'Aaron Fox 2019,7.962,-3.606,-4.226,-2.849,-1.469,0.530,-1.578,-0.377,0.757,0.918,-0.254,-1.218,-0.157,-0.700,-0.847,0.358,0.081,-0.159,-0.249,1.544,-0.552,-0.355,-0.089,1.108
Tim Frazier 2019,-4.948,-1.813,-2.443,-2.020,0.913,0.907,-0.791,0.398,-0.881,-0.789,0.341,-1.974,0.269,1.269,1.466,-0.557,-0.730,-0.460,-0.709,0.070,-0.651,0.221,1.536,-0.292
Danilo Gallinari 2019,6.596,-2.982,3.294,-0.098,3.630,-1.402,1.144,-1.258,-1.330,0.346,1.102,0.526,-1.932,0.010,0.344,-0.777,0.504,-0.271,-0.345,0.475,-0.089,0.678,-0.271,0.427
Langston Galloway 2019,-3.421,-3.751,4.605,1.377,-0.380,-0.889,-1.432,-0.803,-0.006,-0.118,-0.550,1.157,-0.466,-0.270,-1.714,-0.342,-0.386,0.756,-1.116,-0.815,0.423,-0.953,0.571,-0.634
Marc Gasol 2019,6.175,1.112,1.768,2.467,-0.248,1.032,0.542,5.461,0.380,0.405,0.312,-0.506,-1.242,-2.284,0.824,-0.140,-0.367,1.208,-0.861,-0.369,-0.379,0.187,1.218,-0.083
Rudy Gay 2019,3.894,-0.037,-0.023,2.315,0.201,0.851,-1.267,2.756,-0.577,-0.228,0.660,0.103,-1.176,0.958,1.104,-0.400,-0.027,-0.822,0.678,-0.167,0.394,0.789,0.838,0.158
Paul George 2019,15.163,-6.934,4.430,-3.183,0.645,0.215,1.939,0.934,-0.417,1.397,-0.903,3.157,-1.584,-0.309,0.007,0.787,0.053,-0.761,1.066,0.226,0.502,0.366,0.067,0.275
Taj Gibson 2019,1.949,5.187,0.935,0.100,0.314,-0.315,-1.093,-0.857,0.801,-2.184,-1.309,-0.740,-0.693,-0.083,0.068,-1.861,-0.451,-0.904,0.339,-0.874,0.039,-0.420,-0.091,1.036
Harry Giles 2019,-2.422,4.860,-2.603,1.029,-0.236,-0.363,-0.898,0.891,-0.379,1.814,-2.247,0.197,-0.335,-0.747,-0.022,1.922,0.091,-0.144,0.376,0.643,-0.727,-0.870,0.212,-1.082
Shai Gilgeous-Alexander 2019,1.985,-1.869,-2.386,-0.127,-1.948,1.649,-1.905,-0.735,1.277,1.824,0.025,-1.056,-0.664,0.880,-0.075,0.261,-0.880,-1.579,-0.522,-0.587,0.266,0.353,-0.335,0.681
Rudy Gobert 2019,11.572,12.748,3.883,-5.915,1.096,0.332,1.673,-2.993,-0.278,-0.263,2.104,-0.720,1.088,0.134,-0.577,-0.775,-1.932,0.707,-1.632,0.199,1.503,-1.464,-0.425,-0.517
Aaron Gordon 2019,5.827,-0.760,1.419,-0.553,-2.110,-1.330,0.355,0.131,-0.519,0.038,1.068,-0.484,0.335,1.121,1.130,1.305,-1.135,-0.064,-0.021,-0.028,0.340,0.448,-0.446,0.112
Eric Gordon 2019,0.503,-6.346,5.041,-0.866,-0.750,-4.617,-1.005,0.580,-0.508,0.967,-0.740,0.307,1.516,-1.106,-0.022,-0.542,-0.578,1.001,0.890,-0.320,-0.589,-0.154,-0.344,0.804
Marcin Gortat 2019,-3.844,6.465,-0.838,0.856,1.745,-0.097,-1.048,1.850,-3.074,-0.119,-1.248,-0.119,-0.242,-1.654,1.212,0.747,-1.619,-0.207,-0.870,-0.331,0.676,0.708,-0.127,0.130
Devonte' Graham 2019,-7.131,-3.320,-2.312,-0.986,0.465,-0.842,-0.017,-0.434,0.558,-0.172,1.356,0.708,0.348,0.959,-0.470,0.355,-0.971,0.223,-0.926,0.258,0.245,-0.694,0.478,-0.460
Treveon Graham 2019,-7.423,-1.205,0.942,-0.057,-0.560,-1.739,0.422,1.183,0.810,1.296,1.199,1.398,-0.318,1.784,1.347,-1.091,1.009,1.681,-1.691,0.793,-0.590,-0.080,-0.880,-1.441
Jerami Grant 2019,3.365,1.276,5.353,-1.081,-1.863,-0.730,-0.016,-1.613,1.573,0.670,0.181,-1.529,0.940,0.077,-0.827,-0.882,-2.114,-0.106,-0.190,-0.045,0.049,0.155,-0.526,0.223
Jerian Grant 2019,-5.765,-2.389,-1.412,-1.250,0.537,2.532,-1.000,0.554,0.317,-0.053,0.625,-0.581,-0.255,0.247,0.325,0.426,-0.372,-0.546,0.285,1.129,0.060,-0.299,0.708,-0.325
Danny Green 2019,0.172,-3.971,7.190,-1.291,-0.804,1.276,-0.780,1.558,-1.117,0.142,-0.424,0.295,0.729,0.359,-0.432,-0.684,-0.962,-0.237,0.007,-0.441,-0.421,0.734,-0.036,0.724
Draymond Green 2019,2.082,1.788,0.537,-4.089,-3.040,3.525,0.339,3.256,-0.578,-0.319,-0.879,-3.114,-0.304,-0.782,1.965,1.082,-0.770,1.530,-1.409,-0.129,-0.206,-0.165,0.125,-0.404
Gerald Green 2019,-3.566,-3.996,5.173,0.196,0.291,-1.844,-0.856,0.725,-0.503,0.388,0.648,0.071,0.977,-1.316,0.605,-0.039,-0.356,-0.472,1.247,-0.036,1.156,-1.330,0.377,0.104
JaMychal Green 2019,-1.714,2.186,1.433,-0.019,0.409,-0.569,2.232,1.657,0.208,-0.550,-1.812,-1.231,-0.848,0.749,0.310,-0.355,0.401,-0.048,1.043,-0.974,-0.205,-0.148,1.035,-0.144
Jeff Green 2019,0.696,-1.302,2.946,0.203,0.231,-1.618,-1.310,-0.578,-0.629,0.149,0.423,-1.502,0.085,-1.458,1.262,-0.914,0.245,-0.900,0.392,0.433,1.343,-0.314,0.039,0.552
Blake Griffin 2019,11.864,-2.581,1.296,-3.149,1.223,-4.533,-0.650,1.404,-1.568,-0.890,1.178,-0.480,-1.144,-2.582,-0.155,0.766,0.394,0.657,0.229,1.088,-0.584,-0.509,-0.631,-0.250
